record_no,subject,relation,object
623672,pallet fell pallet,fell._x000D,_
623672,Equipment,must be inspected,to check for damages_x000D _ _ x000D _ Suggestions from warehouse operator:_x000D _
623672,Equipment,move,truck
623672,_,unload,pallet
631905,Part,suffered,break
631905,situation,was observed,industry employees
631905,they,performed,disconnection
631905,they,activated,HSE._x000D _ _
634280,fluid,to leak,liters
634280,fluid,did not enter,environment._x000D _ _
533004,Line,was sucked,to port propeller which was in slow astern mode._x000D
557223,operators,ran,umbilical
577682,short,created,force
577682,short,threw,it
580496,he,had,foot injury
580496,that,seemed,to be worsening
589709,Night shift supervisor,had instructed,Flowback tester
589709,supervisor,had loosened,hammer unions
589709,tester,to remove,elbow._x000D
589709,Flowback tester,attempted,to remove the bottom elbow from a production riser
589709,night supervisor,took,action
589709,2,had follow,appointments
589709,He,has been seen,hand surgeon
616765,contractor,was holding,tube
616765,tube,began,to fall
616765,tube,fell,striking the contractor in the left leg
616765,contractor,was not injured,mark
616765,contractor,had,mark
616765,NM TU INC-18.11.19 tube,struck,employee leg
620899,installation team,started,activities
620899,team,was connecting,traverse
620899,tarpaulin cover,started,to burn
620899,team,took,fire
620899,team,extinguished,fire
620899,IRT team,was mobilised,place
620899,IRT team,rechecked,place
620899,IRT team,secured,place
620899,results,were burnt,tarpaulin
620899,results,melted,cover caps
626438,Traffic accident he,was hit,back
514638,Crane,to be made,ready._x000D
514638,Headache Ball Hook,caught,H beam securing
514638,This,bent,securing pin
514638,This,ripped,mm section
514638,All Stop,was called,Rigging Supervisor
514638,Chief Engineer,assessed,damage
514638,Chief Engineer,authorised,line fit
514638,Chief Engineer,suspended,use
514638,section,came,to rest in the Main Hook Bucket
514638,section,weighed,approx
514638,_,Update_x000D,_
514638,they,heard,bang
514638,he,noticed,marks
514638,He,asked,Bosun
514638,who,inspected,it
514638,who,found,damage
514638,hook,was deployed,subsea
514638,Rigging foreman,called,All Stop
514638,Crane,to be made,ready._x000D
514638,Headache Ball Hook,caught,H beam securing
514638,This,bent,securing pin
514638,This,ripped,mm section
514638,All Stop,was called,Rigging Supervisor
514638,Chief Engineer,assessed,damage
514638,Chief Engineer,authorised,line fit
514638,Chief Engineer,suspended,use
514638,section,came,to rest in the Main Hook Bucket
514638,section,weighed,approx
514638,_,Update_x000D,_
514638,they,heard,bang
514638,he,noticed,marks
514638,He,asked,Bosun
514638,who,inspected,it
514638,who,found,damage
514638,hook,was deployed,subsea
514638,Rigging foreman,called,All Stop
530622,staff,were monitoring,activities
530622,staff,has found,paint
589507,rigging,had been inspected,field engineers
589507,operations,had not recommenced,area
589507,stop,was called,to assess the reason for the rigging movement and then to agree a suitable method or reinstalling the rigging to the correct position and informing GMC personnel of the incident and ensuring thr remaining piles were correctly secured and inspected
607314,operator,opened,access door
607314,ventouse sur,pied,d'un opérateur
616504,he,left,bunk
616504,IP,made,contact
616504,he,had made,contact
616504,he,had experienced,level
616504,he,had broken,skin
616504,he,got,blood
616504,he,noticed,blood
616504,IP,informed,Sat control
616504,who,recorded,report
616504,who,contacted,Medic
616504,Medic,went,Sat control
616504,Medic,provided,cream gauze bandage
616504,IP,made,contact
616504,These,click,closed
616504,drawer units,had been closed,_
616504,they,can move,_
616504,vessel,making,noise
616504,it,unclicked,to allow it to slide open prior to the incident
616504,dive teams,have been advised,to check their drawer units._x000D _ 9
616504,dive teams,asked,to check their drawer units._x000D _ 9
616504,Medic,has,concerns restrictions
631979,crew,was completing,trying to determine the center of gravity by doing a lift a short distance off the ground
631979,pipe,shifted,contact
631979,pipe,made,contact
631979,Crews,did not have,weights drawing
506812,employee,was hit,car
506812,car,kept,going and
529812,work party,assessed,hazards
529812,crane winch,was selected,to boom up again
529812,crane boom,started,to boom up again
529812,crane operators,contacted,banks man
529812,crane operators,asked,him
529812,stop,was initiated,crane operators
529812,review,was held,crane operators initiated._x000D
529812,All,stop,initiated._x000D
564890,VelesstroyMontazh slinger,stumbled,leg
564890,VelesstroyMontazh slinger,twisted,leg
600504,IP,was exiting,smoking shelter
600504,He,twisted,ankle
600504,he,tried,to walk again
600504,aider,was called,to keep his foot elevated
600504,IP,was provided,to keep his foot elevated
600504,aider,instructed,to keep his foot elevated
600504,he,would like,to visit a walk in centre or A&E
600504,FAC TU 02.08.2018 IP,tripped,step
600504,FAC TU 02.08.2018 IP,twisted,ankle
538438,truck driver,was driving,truck
538438,helper,notified,presence
538438,driver,decided,"to change the angle of curvature and drove out of the road , to the left side"
538438,He,did n’t notice,pit
538438,truck driver,was driving,truck
538438,helper,notified,presence
538438,driver,decided,"to change the angle of curvature and drove out of the road , to the left side"
538438,He,did n’t notice,pit
580477,colleague,perform,machine stop
580477,collaborator,performed,adjustment
580477,which,caused,shock
612988,vehicle vehicle,did n’t get,to brake and hit by back the other vehicle
620766,Base Neuquén truck,backed,15k valve
620766,Base Neuquén truck,pushed,15k valve
623920,one,was found,failing
623920,people,were witnissing,function test x000D _
623920,hoses,hang,deck
623920,General PA,made,14h30
623920,Preparation night shift,decided,to re - test
623920,General PA,made,to close the turret during pressure test and barriers in place – as per agreed exclusion zone._x000D _ 01/02/2019 20h30
509714,nail,bounced,employee
509714,nail,hit,employee
509714,IP,has been sent,stitch
509714,he,received,stitch
514626,E - A,was lifted,cranes
514626,load,moved,cranes
631979,crew,was completing,trying to determine the center of gravity by doing a lift a short distance off the ground
631979,pipe,shifted,contact
631979,pipe,made,contact
631979,Crews,did not have,weights drawing
634321,debris filters,plug,valve seal
504756,karabiner,bumped,surface._x000D
504756,him,to be examined,Medic
504756,Medic,was called,deck boy
504756,Medic,came,deck boy
504756,Medic,accompanied,deck boy
504756,scratch,cleaned,Medic
513796,to_x000D _,oven,pressure valve
513796,welder,helped,PT Viking_x000D
513796,HSE supervisor,secure,hose
513796,HSE supervisor,told,gouging operator
529778,worker,suffered,puncture injury
529778,he,tried,crossing a protruding Y10 size reinforce rebar
529778,IP,suffered,puncture injury
529778,he,tried crossing,rebar
553608,This,caused,damage
553608,driver,was observing,mirror
553608,driver,failed,to observe the pipe bollard
594794,He,was fainted,head
594794,He,fell,head
594794,He,hit,head
594794,He,is taking,medications
594794,he,injured,head
594794,Non_TECHNIPFMC IP,is fainted,head
594794,Non_TECHNIPFMC IP,fell,head
594794,Non_TECHNIPFMC IP,hit,head
551899,which,contained,UPS panel
551899,handler Operator,was attempting,to negotiate his way around the corner by moving back and forth
551899,crate,was observed,to become unstable
551899,UPS panel,will have,to be checked by the vendor to ascertain if any stock impact damage has occurred
557165,cabin,did n’t provide,visibility
557165,He,decided,to clean the glass._x000D _ After he had finished the cleaning of the glass standing on the crane platform he tripped over and fell to the ground level at one meter height on his left shoulder
557165,he,had finished,cleaning
557165,worker,informed,chief
557165,latter,called,HSE officer
557165,he,was taken,care
560052,collaborator,had,to pass over the concrete block ( bayan ice )
560052,which,is used,to position the lingerie on the eye of the lingerie
560052,It,has,years years months
560052,BAVIT Colaborador,pisou,falso
586823,that,carried,maneuver
604269,Deep Orient,is conducting,operations _ x000D Conditions:_x000D _ _ x000D _ Wind
604269,Wave Ht technician,started,filling section 67 of the line with Monoethylene Glycol Mix ( 78 % MEG 22 % Fresh Water )
604269,OCS,sent,ROV
604269,ROV,confirmed,release
604269,which,contained,litres _ _
604269,Client,notified,_ x000D _
604269,ROV,deployed,x000D _
604269,check valve,will be quarantined,_
612974,We,had,incident
612974,We,start,giving huge vibration
612974,E. Engines,Stopped,Engine
612974,E. Engines,try,Engine
612974,they,spoke,divers
612974,they,will arrange,divers
612974,We,will inform,you
612974,divers,give,report
512470,team,was installing,lift
512470,crane,to come,counterweight
512470,crane,install,counterweight
512470,team,moved,crane
512470,team,was installing,lift
512470,crane,to come,counterweight
512470,crane,install,counterweight
512470,team,moved,crane
520161,fitter,suffered,injury
520161,fitter,informed,supervisor
592653,One,had topped,stihl
592653,it,saw,stihl
592653,it,appears,stihl
592653,which,ignited,it
592653,One,noticed,this
592653,One,used,carbon dioxide extinguisher
592653,One,had topped,stihl
592653,it,saw,stihl
592653,it,appears,stihl
592653,which,ignited,it
592653,One,noticed,this
592653,One,used,carbon dioxide extinguisher
612828,Equipment operator,was moving,equipment
612828,Equipment operator,stepped,equipment ankle
612828,Equipment operator,rolled,ankle
517167,driver Germanov G.N.,operating,vehicle
517167,BK39,performed,transportation
517167,he,allowed,run
517167,steel structure,received,damages
525524,Person,was exercising,circuit feeling slightly faint
525524,Person,had completed,circuit
525524,Person,reported,feeling slightly faint
525524,Person,had reported,not sleeping well the night before
525524,Person,had not had eaten,anything
528004,Bourbon Evolution,was carrying,preparation Remote flooding console
528004,Enermech,was filling,RFC02
528004,They,completed,bladders
528004,Enermech technicians,observed,coloration
528004,Enermech,stopped,install SOPEP
528004,Enermech,stopped,pump
528004,leaks,detected,install SOPEP
528004,they,remove,bags
607286,forklift,was lifting,welding canopy
607286,worker,placed,cap
607286,worker,removed,it
607286,TAP HSS Representative,informed,JVRT HS Manager
607286,TAP HSS Representative,stopped,activity
607286,supervisor,advised,helpers
607286,He,instructed,forklift operator
607286,Nobody,checked,to check the internal part of the welding canopy
607286,Nobody,was instructed,to check the internal part of the welding canopy
607286,supervisor foreman,empty._x000D,_
607286,supervisor foreman,arrived,_ situation
607286,supervisor foreman,were explained,situation
607286,Operator,were given,TBT
500762,hose,burst leaking,liters
522918,bollard,had been pulled,mooring lines._x000D
522918,_,See,notice_x000D _ x000D Details
530443,baggage handlers,were transferring,personnel luggage
537665,11th,May 2017_x000D,_
537665,tech,proceeded,to free the clips securing the lighting protection cover
537665,tech,stopped,job
537665,tech,retrieved,clip
537665,investigation,took,place
537665,tech,advised,_ _ x000D
537665,he,will cease,inspection
545386,Rigging Supervisor,instructed,crane
548265,him,to lose,footing
548265,Individual,is working,restrictions
556545,He,received,bite
556545,he,visited,room
556545,nurse,provided,aid
556545,river,creates,atmosphere
556545,Site works,are completed,site
556545,employees,are leaving,site
556545,This,increases,probability
556545,mosquito,is infected,reaction
556545,person,will have,reaction
556545,site offices,have,insect screens
556545,Availability,will reduce,probability
582374,stage suction bottle,connected,to valve
582374,package inlet,shut,package
582374,package inlet,de,package
582374,package inlet,pressurized,package
609086,Fire watcher,observed,fire
609086,Fire watcher,intervened,fire fire
609086,Fire watcher,used,fire
636505,Employee,had,gate valve
636505,He,had removed,test flanges
636505,He,needed,table
636505,He,used,hand truck
636505,hand truck,picked,table
636505,table,tilted,causing the rubber mat and valve to shift forward and fall on the ground
529779,flagman,was guiding,excavator
529779,flagman,was not paying,attention
540027,Ip,was crossing,doors
540027,IP,received,coffee
553610,Turner truck driver,was transporting,load
594798,John employee,was attempting,to attach two small pieces of pipe together when he mishandled the pipe
594798,he,mishandled,pipe
594798,it,dropped,to attach two small pieces of pipe together when he mishandled the pipe
594798,He,was attended,medic
594798,aid,was provided,medic
594798,employee,seek,assessment
594798,he,may have needed,stitch
594798,glue,was used,to close the laceration
594798,employee,was cleared,to return to work without restrictions or limitations._x000D
594798,Employee,attempting,to connect two pieces of pipe
528177,washer,weighed,0.4Ibs
592856,person,told,me
592856,person,told,me:_x000D _
592856,he,had,that
601730,who,were joining,vessel
601730,IP,had been requested,to join the Deep Arctic by helicopter on 7th Aug 2018
601730,He,flew,_ x000D _
601730,IP,arrived,minibus
601730,IP,was transferred,minibus
601730,personnel baggage weights,were taken,to wait until requested to board their flight to the vessel._x000D
601730,safety video,was shown,to wait until requested to board their flight to the vessel._x000D
601730,Arctic crew,were instructed,to wait until requested to board their flight to the vessel._x000D
601730,IP,slipped,injuring his finger._x000D _
601730,ground crew,advised,passengers
601730,IP,made,way
601730,IP,stepped,way
601730,attention,was taken,ground crew
601730,who,asked,him
601730,IP,attempted,to exit the aircraft his foot slipped on the step / skid sliding back off the step / skid
601730,him,to lose,balance
601730,ground crew,witnessed,this
601730,He,got,seat
601730,He,took,seat
601730,x000D IP,arrived,agent
601730,x000D IP,was met,agent
601730,they,had,rooms
601730,IP,left,hotel _ x000D
601730,24:00hrs IP,returned,hotel _ x000D
601730,IP,was picked,agent
601730,Approx aircraft,lift,09:30hrs Aircraft _
601730,Medic,assessed,injury
601730,Medic,contacted,OMT HSEA
601730,IP,could commence,shift
601730,hotel,had,AC
601730,crew,were asked,to deposit 50 euro for AC remote controls
601730,these,did not work,to deposit 50 euro for AC remote controls
620894,forklift,lost,connection
620894,forklift,began,correcting itself ( to find ground wire )
620894,forklift,corrected,causing a collision with rack
634672,Rompimento do,linha,de bobinas
505381,Finger,got,injury
517366,TLS Technician,was carrying,inspection _ x000D _ Findings_x000D
517366,he,observed,bolt
517366,CPE,assessed,damage
517366,CPE,generated,Damage Loss Report
517366,investigation,has highlighted,following:_x000D
517366,CPE,forwarded,information x000D _
517366,lubrication,do n't seems,to be the root cause._x000D
517366,fracture surface,does not show,fatigue damage
517366,it,does show,overload failure
517366,picture,shows,movement bolt
517366,part,has been pushed,plate
517366,greasing,could have caused,shaft rotation failure
517366,We,recommend,to continue regular greasing and bolt inspections ( as per standard / operational interval ) and revert in case similar failure occurs in the future
517366,failure,to continue,greasing bolt inspections
517366,failure,revert,greasing bolt inspections
517366,failure,occurs,greasing bolt inspections
517366,Huisman,might have,_ x000D _ x000D
551755,A.M. workers,were collecting,Peri material
551755,rigger,connected,chains
551755,crane operator,started,lifting
551755,A.M. workers,were collecting,Peri material
551755,rigger,connected,chains
551755,crane operator,started,lifting
607286,forklift,was lifting,welding canopy
607286,worker,placed,cap
607286,worker,removed,it
607286,TAP HSS Representative,informed,JVRT HS Manager
607286,TAP HSS Representative,stopped,activity
607286,supervisor,advised,helpers
607286,He,instructed,forklift operator
607286,Nobody,checked,to check the internal part of the welding canopy
607286,Nobody,was instructed,to check the internal part of the welding canopy
607286,supervisor foreman,empty._x000D,_
607286,supervisor foreman,arrived,_ situation
607286,supervisor foreman,were explained,situation
607286,Operator,were given,TBT
509567,they,hit,beam
509567,he,did not see,it
509567,Beam,did have,scratch damage
509567,Lift,Hits,Beam
517156,IP,was taking,look _
517156,which,needed,work
517156,he,sustained,bruising
517156,he,made,contact
517156,He,did not slip,trip fall
517156,He,misjudged,step
517156,IP,was authorised,to work in this area._x000D
517156,IP,reported,event
517156,Safety Officer,informed,Officer
517156,Safety Officer,asked,him
517156,_,examine,IP._x000D
517156,he,met,Officer._x000D
517156,Officer,suggested,to cool the affected area with some ice and assessed that it was not required to wake up the Medic due to the characteristics of the injury ( minor)._x000D _ IP continued normal duties
517156,it,was not required,to wake up the Medic due to the characteristics of the injury ( minor)._x000D _ IP continued normal duties
522895,She,has encountered,friends
522895,she,turned,head
522895,she,hurts,beam structure
522895,She,received,treatment
522895,ouverte,l'arcade,sourcillaire
530434,crew buses,stop,ACC engineer
603462,employee,was doing,confirmation _
603462,he,stepped,foot._x000D
603462,I Adriano de Souza Araujo,dislocated,me
603462,he,collected,volume
603462,foot twist,set,tests
606604,She,sent,email
606604,She,was advised,to be checked out in the clinic on site due to complaints of her back hurting as well
630932,IP,was using,stanley type
630932,worker,had conducted,cut
630932,worker,placed,knife
630932,He,did not retract,blade._x000D _ x000D _
630932,it,seals,itself
630932,knife,to conduct,cut
630932,This,caused,puncture type
630932,which,bled,lightly._x000D _
630932,He,attended,FA point x000D _
630932,pad,was used,to clean the finger and a small a plaster
630932,use,was raised,all procurement
630932,they,have removed,all
630932,use,instigated,procurement
641305,MHS Techs,were carrying,maintenance x000D _ _
641305,MHS Technician,was carrying,work
641305,he,had,body
641305,He,had,idea
641305,he,was wearing,PPE
641305,he,had,discomfort
641305,he,noticed,spot
641305,he,visited,medic
641305,Medic,removed,Foreign Object
641305,Medic,contacted,ISOS
641305,Crew Member,was given,cream._x000D _
641305,Crew Member,started,cream._x000D _
641305,Crew Member,did not have,work x000D
641305,He,was told,to report back to the Medic the next day for a follow up check of the eye._x000D _ _ x000D _
641305,OMT Client,informed,Comments
500289,PC-37,began,to boom up and swing to the stbd side of the vessel
500289,it,was decided,to place the crane into the boom rest in order to perform a full inspection
500289,Crane,was swung,to vessel centreline
506822,exhaust,made,contact
506822,This,caused,scratch
540067,Actions DMaC technicians,were preparing,TDU
540067,door,was secured,resting against the Port side chemical shower nozzle
540067,vessel,was noted,to be rolling slightly at the time._x000D
540067,nozzle,was noted,to have become detached from its housing
540067,incident,was witnessed,Deck Cadet
540067,who,reported,damage
540067,DMaC technicians,realised,container door
540067,movement,eliminated,to prevent damage to the container doors and also remove pinch point hazard potential
540067,this,was deemed,place
540067,measures,were discussed,OMT to find a solution considered as low as reasonably practicable to ensure the container door could be secured
540067,_,See,incident
561873,employee,set,it
570699,Riser Internal Inspection Camera,was supplied,Inspect hire
570699,Riser Internal Inspection Camera,operated,Inspect hire
570699,which,had,OD
570699,camera,did not fail,camera cable reeler
570699,Inspectahire,accept,responsibility
570699,Inspectahire,have committed,to re - training their personnel
585754,gantry crane,was used,to support the segment during disassembly activity
585754,segment,had moved,to lift the outer end of the segment upwards
585754,segment,decided,to lift the outer end of the segment upwards
585754,overview operator,moved,appr
585754,eye,snapped,x000D _
585754,eye,broke,lifting block
585754,cables,crossed,other
585754,gear,used,round sling
523368,which,supplies,current
523368,IP,was instructed,foreman to cover the portable welding machine to prevent from splashing of water from the above
523368,IP,was trying,to secure the portable welding machine cable underneath the canvas
523368,IP,was sent,to stay for another 6 hours for observation
523368,IP,was instructed,to stay for another 6 hours for observation
523368,IP,had,shock
523368,he,was trying,to secure the portable welding machine cable
528178,who,had begun,shift
528178,he,felt,pop pain
528178,he,was given,muscle relaxant
528178,he,advised,to be on bed rest for the remainder of his shift
528178,MRI,completed,IP therapy
528178,doctor,ordered,IP
528178,MRI,requires,therapy
528178,IP,stayed,apartment
528178,IP,rented,apartment
528178,IP,escorted,_ _ _
528178,IP,has been evaluated,company doctor
528178,Neurologist,confirmed,_
528178,Technip Owned Non Restricted Work Case Employee,felt,pop pain
580495,Quando a,manilha,com o furo
580495,party employee,tried,"to pass the pin between the shackle and the xtree padeye , with another third party employee support , to align the shackle that was being supported by the crane"
580495,that,was being supported,crane
580495,collaborator,pushed,pin
607439,Employee,was holding,nut
607439,he,was buffing,nut
607439,it,went,nut nut
631934,transport department,was requested,Plant department to move a 40 - foot container
631934,Transport manager,proceed,truck instructions details
631934,Transport manager,allocate,truck
631934,Transport manager,give,instructions details
631934,load,was completed,journey
631934,load,start,journey
631934,truck drivers,are instructed,"to stop and wait until the police escort proceed with the traffic control to allow the truck ’s to take the left hand driving side of the bridge , when driving from Berat to Korce direction._x000D"
631934,bridge,was hit,one
522901,insulation material,put,one
522901,team leader,requested,"to cut a part of the kick board from the below platform , obstructing the access and place to be insulated on the manhole"
522901,sublet worker,started,to cut the kickboard by using the oxy - cutting torch._x000D
522901,insulation material,was protected,piece
522901,it,took,fire._x000D
522901,sublet watchman,was observing,activity
522901,insulation material,took,fire
522901,he,went,piece activity extinguisher _ _ x000D Damages
522901,insulation material,bring,extinguisher
522901,insulation material,extinguish,_ _ x000D Damages
532992,Hydrostatic Release Unit EPIRB Beacon Holder Cover,released,itself
532992,EPIRB,hit,Bridge deck
532992,EPIRB,activated,itself
532992,EPIRB,stared,flashing and transmitting distress alert
607283,one,has injured,finger
607283,He,had received,aid
607283,he,has been sent,aid
607283,Worker,did received,Induction 14.04.2018
607283,Worker,has participated,Induction 14.04.2018 DRA
607283,Worker,signed,DRA
607283,Photos,used,case
634305,worker,was holding,crowbar
634305,boom,was supported,equipment
634305,worker,hit,metal socket
634305,IP,suffered,laceration
634305,supervisor,was informed,Response Plan
634305,he,activated,Response Plan
634305,x000D Paramedics,provided,aid
634305,site doctor,applied,steri strips
634305,IP,was released,steri strips
502840,victim,left,finger
502840,victim,caused,abrasion injury
502840,MANGALORE,PTA,ISBL
514463,Forklift driver,was moving,mats
514463,he,lowered,one
514463,fuel truck,entered,unit
514463,forklift driver,started,backing up
514463,truck driver,put,contact
514463,truck driver,avoided,contact
514463,spotter,was yelling,to stop
514463,spotter,could not be heard,him
514463,Forklift driver,was moving,mats
514463,he,lowered,one
514463,fuel truck,entered,unit
514463,forklift driver,started,backing up
514463,truck driver,put,contact
514463,truck driver,avoided,contact
514463,spotter,was yelling,to stop
514463,spotter,could not be heard,him
540964,fitter,was putting,safety harness
540964,fitter,hit,eye
540964,IP,informed,supervisor
540964,he,was provided,aid
540964,he,diagnosed,haematoma
601677,Hydrotest crew,was conducting,drying _
601677,Supervisor,decided,to dry the pipe by sending 4 foam pigs at the same time and to keep the header door open to allow the pigs to exit from the pipe into the trench;_x000D _
601677,pigs,exited,pipe
601677,ACTION,TAKEN:_x000D,_
601677,Hydrotest Supervisor,informed,Construction Manager;_x000D _
601677,Construction Manager,informed,Project Manager HSS Manager;_x000D _
601677,procedure,required,header door
601677,Supervisor,did not comply,_
601677,crews,used,to place a cargo net to receive the foam pigs
601677,Supervisor,established,go zone
601677,Supervisor,established,go zone
601677,JSA,did not require,barriers._x000D
601677,security,take,visits
601677,distance,was felt,to be significant to prevent any impact._x000D _
601677,that,was expected,to contain the pigs
610378,ASLT,was walking,_
610378,ALST,wiped,water
610378,ALST,placed,floor sign
610378,he,reported,to report the incident
610378,Officer,were informed,to prevent a recurrence
610378,investigation,has commenced,to prevent a recurrence
610378,x000D _,Comments:_x000D,_
610378,hazard,appears,to be condensation dripping from the air conditioned chilled water pipework in the soda sorb area
639822,truck driver,dropped,scrubber
530429,he,had twisted,knee
530429,Medic,has applied,ice compress bandage
530429,IP,is taking,pain Relief._x000D _ x000D _ Medic
543142,Deep Energy,was laying,length _ _
543142,member,heard,length _ _ _
543142,something,hit,deck
543142,Deep Energy,tower._x000D,_
543142,bolt,weighs,grams._x000D
543142,chain pad assembly,had been supplied,IHC EB
543142,All,stop,called._x000D
543142,Mechanical Technicians,conducted,investigation
543142,bolts,were checked,details
543142,Deep Energy-29.06.2017 Bolt,fell,to deck from upper straightener of VLS tower
565423,Velesstroy worker,was dismantling,"scaffolding ,"
565423,Velesstroy worker,turned,"scaffolding , face"
565423,Velesstroy worker,hit,face
568576,he,was given,pain killers
568576,IP,took,devices
568576,he,entered,MER-036
568576,he,forgot,to put them back on which resulted in IP slipping and
623696,he,was torqueing,bolt
623696,he,slipped,causing him to step backward with his foot landing on a pallet rolling his ankle
629040,he,had,arrow boned
629040,He,hit,me
629040,impact,drove,drivers car
629040,we,scraped,vehicles
629040,truck,has,door damage
507347,we,are awaiting,report _ x000D Conditions:_x000D _ _ x000D
507347,quayside,was illuminated,level flood lighting._x000D _
507347,team,had been instructed,to relocate the Yokohama fender that had been placed directly below the Rov hanger door._x000D _
507347,Rov team,had commenced,offloading x000D _
507347,Rov team,commenced,boarding
507347,IP,felt,pain
507347,Medic,was called,aid x000D
507347,he,conducted,aid x000D
507347,IP,had sustained,+
507347,what,appeared,to be a Dislocated R Knee with lateral deviation and associated acute pain
507347,IP,was given,Nitrous Oxide Analgesic Gas
507347,leg,was straightened,Nitrous Oxide Analgesic Gas
507347,he,had twisted,knee
507347,stop,was called,ROV team area
507347,stop,made,safe._x000D _
507347,personnel Rov team,informed,AOCM x000D _ _ x000D _ Ambulance crew x000D _ _ _ x000D _
507347,Medic,attended,_
507347,IP,was given,Nitrous Oxide Analgesic Gas
507347,leg,was straightened,Nitrous Oxide Analgesic Gas
507347,IP,was working,x000D
507347,IP,are was stood,x000D
507347,IP,was taken,set
507347,IP,was undertaken,set
507347,IP,was released,set
507347,leg,was splinted,set
507347,they,gave,set
507347,IP,visited,vessel
597892,Vehicle,was found,Corpus police
612178,they,caught,foot
612178,they,projected,herself
625813,x000D _ Operator,was closing,door
641327,Malaysia,waiting,to deploy on the Gumusut - Kakap Ph-2 Project 2019 Campaign 2._x000D _
641327,Marine Crew,had been tasked,to recover the Anchor
641327,pressure,had been exerted,IP
641327,chain link,was positioned,movement
641327,chain link,preventing,movement
641327,IP,remembers,feeling some pain / discomfort in the hand and wrist area approx
641327,IP,was experiencing,pain
641327,Master,instructed,IP
641327,Master,organised,consultation
641327,Medic,assessed,injury
641327,IP,was given,medication paracetamol
553618,foot,contacted,corner
553618,This,caused,discomfort
527985,production crew,was setting,mm cross head
527985,operator,plugged,volt cords
527985,he,turned,power
527985,he,heard,pop sound
527985,he,turned,power
527985,operator,contacted,supervisor
543134,same,received,care
543134,who,used,safety belt
543134,same,suffered,injury
546062,pipe team,planned,"to do air blowing work at Area81 , pipe rack"
546062,they,did n’t check,hose connection
546062,they,started,to engine the air compressor to send the gas
546062,end,lost,control
546062,case,was found,site
546062,case,informed,ZSCEC
583036,weight,fell,scaffoldings gratings
583036,weight,damaged,scaffoldings gratings
583036,configuration,reaches,service platform
583036,he,lifting,point
583036,pipe,is transferred,point
583036,pipe,is lowered,point
583036,rigging arrangement,had,which to be transferred using the above procedure
583036,securing point,was not installed,incident
583036,pipe,fell,incident
583036,securing point,caused,incident
631916,Employee,was operating,standup forklift
631916,Employee,was attempting,to maneuver between the guardrail and an upright
631916,driver,misjudged,distance
631916,This,removed,paint
631916,This,did not damage,guardrail forklift
509717,leader Zajac Tomasz,took,forklift
509717,operator,start,to lift up the forks
514630,vessel,was maintaining,"DP,_x000D _ ° 40’.0"
514630,vessel,is conducting,Construction operations _ _ x000D _ Incident
514630,Non Work,Noticed,pain
514630,He,Rated,6/10
514630,He,had,fever vomiting
514630,he,felt,soreness
514630,he,had,discharge
514630,Patient,had,history
514630,Patient,doing,activity
514630,Patient,had not been doing,contact
514630,redness,left,scrotum
514630,swelling head of the epidydimis Slight tenderness,left,scrotum cremasteric reflex _
514630,Urinalysis Normal,Consulted,scrotum cremasteric reflex _
517321,Diver,performing,diving operations _ x000D _ x000D _ x000D _
517321,diver,had returned,_
517321,diver,had completed,his bell run
517321,diver,was experiencing,symptoms
517321,who,reported,feeling unwell
517321,medic,was informed,immediately._x000D
517321,he,had experienced,Cramp
517321,he,had,bowel movements._x000D _ x000D
517321,diver,reported,bowel movements._x000D _ x000D
517321,Medic,advised,x000D _
517321,_ Medic,has contacted,Doctor
517321,Doctor,prescribes,Fluid replacement sachets
520119,injured,wanted,to open the door of a closet
520119,he,was disturbed,m metal structure
520119,injured,felt,pain
520119,He,consulted,nurse
520119,he,was asked,piece
520119,au,dos,une charge
554460,FRC,tried,to tow the raft away
554460,fishing gear,seems,to be stuck in the forward thrusters no 3 and 4
554460,some,was entangled,shaft gridding 3
554460,ROV,was used,to remove the fishing gear from the thrusters taking approximately 6 hours to complete
554460,investigation,revealed,x000D
554460,device,is believed,to be a rogue Fish aggregating device _ x000D _
554460,ocean,going,fish
554460,FADs,attract,fish
554460,Fish,tend,"to move around FADs in varying orbits , rather than remaining stationary below the buoys"
554460,fisheries,use,FADs
562960,flow,does not present,danger
562960,it,is decided,not to trigger the AU of the lifting pumps of the water networks
562960,estate service,has been warned,to eventually advance the curage of the deforestant deforestant of 1200
577628,crane beacon,made,contact
577628,stop,was called,contact
610379,IP,did not pay,attention
610379,He,reported,incedent
610379,IP,continued,to work before contacting the medical center._x000D
610379,IP,put,leg
610379,IP,was not holding,hand rails
610379,foot,slipped,hand rails
610379,Yamal LNG Project,left,leg twisting
573489,VelesstroyMontazh employee,was erecting,scaffolding at the Train 2
573489,wrench,slipped,eye
573489,wrench,hit,eye
573489,He,did not report,accident
573489,He,ignored,it
573489,He,sought,advice
594805,PTW,was raised,SOCAR AZK laboratory
594805,gas test,was performed,SOCAR AZK laboratory
594805,PSV,is not worming,_
594805,actions,taken:_x000D,_
594805,site supervisor temporary,has suspended,operation
594805,site supervisor temporary,evacuated,personnel._x000D _
594805,Azfen HSE,contacted,team
594805,TPIT HSE Engineer,visited,area._x000D _
594805,ER Dispatcher,was contacted,TPIT ER Coordinator._x000D
594805,TPIT HSE team,had started,investigation
594805,TPIT subcontractor,had,permit
594805,Employer,use,method
597867,Employee,was testing,Butterfly Valve
