id,label,type
node:5f8dd177-886c-4c33-b05b-8d6867d19efe,NEAR MISS 569349 - NON-TECHNIP OWNED - BNJ-NM 21 - 2529 TAP PROJECT - GREECE/KP 536,INCIDENT_TYPE
node:935157cd-0a4a-45aa-beed-848b373512ee,08/01/2018,DATE
node:5a27975e-9f20-4665-b9cd-7c3651903939,KP 536,LOCATION
node:62450d30-27fd-40a8-83bf-c8b382693cb1,PROTEGOL,EQUIPMENT
node:e7bdae4c-3a54-41ee-8bba-7ef438a876aa,SAFETY INDUCTIONS AND TRAININGS,TASK
node:72d0a11e-1816-49b3-a716-27e508c8bd2f,TWO MONTHS OF EXPERIENCE,TASK
node:67b5c585-6598-468a-8870-4a70a2205a95,FIT TO WORK CERTIFICATE,TASK
node:949cec50-fb5e-4c89-9173-07a992260cf5,"APPROPRIATE PPE (SAFETY GOOGLES, MASK, UNIFORM, GLOVES ETC.)",TASK
node:07d2491d-2d0d-4195-a7b8-6880bbcc4519,DAILY TBT CONDUCTED BY THE SUPERVISOR,TASK
node:755ad470-45b1-43a3-a558-fb7352692e3c,RA FOR FIELD JOINT COATING AND SAND BLASTING,TASK
node:cce23ef9-f575-4fa8-aaae-b52bff87585e,4 BAR PRESSURE,TASK
node:b127b28e-69b0-4f51-84ce-035eda94a4e9,55-60O C TEMPERATURE,TASK
node:8aa3b399-8b5f-4d6f-be3f-b3c901ca6e5e,MSDS WAS ON SITE,TASK
node:eebc5588-6bae-454e-a0e4-d60a7c561cad,FIRST AID KIT WAS PRESENT ON SITE,TASK
node:cc6284fd-6628-4ad9-99b1-0d4e4f94a81f,EYE WASHER WAS PRESENT ON SITE BUT WASN’T USED,TASK
node:0c76c638-4969-4d36-9203-45125145d46d,BOTH SUPERVISOR AND OPERATOR WERE AWARE OF THE CONTROL METHODS FOR THE SPECIFIC MATERIAL,TASK
node:32a1f44f-6b38-4e9c-855e-26c17dfeb5cb,VISUAL INSPECTION OF THE EQUIPMENT WAS PERFORMED BY MECHANICS TWO DAYS PRIOR OF THE CLOSURE OF THE ACTIVITIES DUE TO THE CHRISTMAS VACATIONS,TASK
node:6f9e1a38-8fa9-418e-80fb-488c175440dd,DAILY VISUAL CHECKS ARE PERFORMED BY THE COATING OPERATOR,TASK
node:14cb35fd-a056-4aaf-8620-4479103f199e,THE DAY OF THE EVENT HE DIDN’T IDENTIFY THE MINOR TORN OF THE HOSE,TASK
node:5cfc4aaa-33b3-46b3-837f-c71936c7743c,"THE COATING MATERIAL DIDN’T AFFECT THE AREA OF EYES SINCE THE OPERATOR WAS WEARING ALL HIS PPE (SAFETY GOOGLES, MASK, ETC).",TASK
node:bc39343a-7ff5-4f0d-ba77-85d3d3633071,LIQUID MATERIAL,
node:1fc70d47-c674-4aae-902e-a4e54951ebb6,MECHANICS,
node:fad82c65-7751-4683-9e68-b5bd3f86f214,COATING ACTIVITY,TASK
node:519d9996-8974-4105-b380-0b546d52196f,COATING EQUIPMENT,EQUIPMENT
node:87ca680f-c7eb-45e3-88fc-595c98033a01,COATING MATERIAL (PROTEGOL),EQUIPMENT
node:b7c48365-e846-44d9-a394-6f32cd40f39d,"SAFETY HELMET, SAFETY GOOGLES, MASK, UNIFORM, GLOVES ETC.",PPE
node:db832e1a-8c7c-47f8-9988-8701ff790e7b,"ETHYL ALCOHOL, WATER AND SOAP",TASK
node:a6578e25-ac6b-43a7-8f17-1fa7901da4e7,MSDS INSTRUCTIONS,TASK
node:771c3d25-beb8-465f-9394-d24636025976,EYE WASHER,EQUIPMENT
node:0ee94a0b-49de-47f2-8f80-44623612b38b,FIRST AID KIT,EQUIPMENT
node:e016b7be-8f49-47d3-ba46-69ff29b138e9,"CONFINED SPACE, WORK AT HEIGHT, LIFTING AND RIGGING, OHPL AND IVMS",TASK
node:84c0c4c7-ccea-4a88-a4bf-2aad1b89599e,16.11.2017,TASK
node:e0b8922d-aa54-471d-990b-0a6588c6bf0a,COATING CREW,ORGANIZATION
node:caee420c-272e-42af-b3d3-7539446b0310,CHRISTMAS VACATIONS,EVENT
node:2ad40054-fd24-49f0-9c4c-c1c43a622bb0,DAILY,TASK
node:d9f867c9-4394-4e03-9875-3844f8a8a48c,VISUAL CHECKS,TASK
node:06516c22-0dd0-4d1c-8a96-fc8f9fa90eb4,MINOR TORN,TASK
node:38df58a5-be28-4cee-b357-467cb4e4bb9f,PROTECTIVE EQUIPMENT PREVENTED EYE INJURY,TASK
node:ae4183e6-0221-4e42-a32b-765f726c1c9e,NEAR MISS 569349 - NON-TECHNIP OWNED - BNJ-NM 21 - 2529 TAP PROJECT - GREECE/KP 536 - 08/01/2018 - HOSE CONNECTED TO THE COATING MACHINE RUPTURED,INCIDENT_TYPE
node:21ad9b87-052c-4085-bad1-2662dd6379e1,NEAR MISS 2529 TAP PROJECT GREECE/KP 536 - HOSE RUPTURED,INCIDENT_TYPE
node:5d04f2f0-c672-47e8-8736-d680a9214763,COATING MATERIAL,EQUIPMENT
node:536e0be7-8195-43d9-95b8-9083effc3f5a,SAFETY GOGGLES,EQUIPMENT
node:c76c9a96-2b23-4d2d-b5a5-822380c3cb5c,MASK,EQUIPMENT
node:330516e8-4203-41b7-858f-268b53a8d39b,UNIFORM,EQUIPMENT
node:88d4462b-b2e9-426a-973d-df28553e101b,TEMPERATURE,EQUIPMENT
node:16214aba-9192-48e2-88f1-d64b55b0cf30,NON-TECHNIP OWNED BNJ-NM 21 - TAP PROJECT GREECE/KP 536 - 08/01/2018 HOSE RUPTURED,INCIDENT_TYPE
node:415eae77-3fe3-47e5-bd71-585de74992ab,19/01/2018 (GREECE BRANCH),
node:9b69cfc2-7880-443d-9c02-73d6d00609f9,ACCIDENT 526963 - HSE INCIDENT - TOTAL E&P ANGOLA BLOCK 32 - SACRIFICIAL GROMET ATTACHED TO SPANISH HOOK PARTED DURING LIFT,INCIDENT_TYPE
node:9942c918-d071-462e-8985-5b485bf7713a,SPANISH HOOK,EQUIPMENT
node:7b3f4daf-ab66-48b6-a9d8-b4337278c0bd,SACRIFICIAL GROMET,EQUIPMENT
node:840724a9-bee7-4bc5-b0b0-731714b948fe,17/02/2017,DATE
node:d377d394-1863-420b-960e-bcbc0d2768db,NO ACTION WAS REQUIRED AS THE WIRE RETURNED TO ITS INTENDED POSITION,FINDINGS
node:d8a38aa0-da2f-41e8-ac37-9c010d965df7,"THE CRANE OPERATOR STATED THAT HE HAD PREVIOUSLY PAID OUT ON THE CRANE TUGGER TWICE AND WHILE HE HAD BEEN MONITORING THE LOWERING OF THE LOAD HAD NEGLECTED TO PAY OUT A THIRD TIME, THIS OVERLOADED THE WIRE GROMMET.",CAUSES
node:9afaf876-7560-4f06-adf6-2a7f6c3e1c33,THERE WERE NO ENVIRONMENTAL FACTORS RELATING TO THIS EVENT,CONDITIONS
node:46fea39c-afec-4882-8943-2c327f26ebfe,NO DROPPED OBJECTS AND NO PERSONNEL WERE AT RISK OF HARM DUE TO THIS EVENT INCLUDING THE CRANE OPERATOR,IMPACT
node:42816f32-3a75-427e-ab98-82a6f86e6c59,"CASE CATEGORY: MECHANICAL - STORED ENERGY (PRESSURE, TENSION)",META_TITLE
node:91093c53-e4b2-4101-aadd-82147fdd24af,INCIDENT 670759 - NM HOSE BURST DURING LOWERING ART CYLINDER,INCIDENT_TYPE
node:9f71a75a-3a14-4ec5-9095-559160883789,2020-02-17 14:15,DATE
node:a664cd73-51a6-428d-a3c3-ca9cabfd707a,1/4 INCH HOSE,EQUIPMENT
node:50feb10a-5cd9-4c9e-875b-1fa077c86126,3 METER LONG HOSE,EQUIPMENT
node:834bd3f3-53ca-4e7a-bee6-f4ce9f1b4b96,10000 PSI MAWP HOSE,EQUIPMENT
node:944b3352-624b-48d7-95ba-6bdf2a6642db,HASKEL PUMP,EQUIPMENT
node:8fd3959a-6f51-4909-847c-c37aba860e33,"INCIDENT 649110 - LD3714, VINCENT JONES, RIGHT FRONT AVOIDING COW STRIKE",INCIDENT_TYPE
node:558861b1-8013-4353-875e-05c6969c9181,LD3714,EQUIPMENT
node:dddaaed4-006b-4952-82d9-d618545b7256,VINCENT JONES,ORGANIZATION
node:b3224c3c-94a0-4952-b00e-22677a5e6452,COW STRIKE,TASK
node:bd01430c-ed2c-41e1-89a8-8227e30da4f2,2019-08-29,DATE
node:90eca9a6-4e33-4901-8c41-4c08677178e9,ACCIDENT 25534 - CEILING COLLAPSE IN THE RESTAURANT,INCIDENT_TYPE
node:79c3c9a4-0414-41b9-85e2-9775834fae87,FAT - QUEDA DO FORRO NO RESTAURANTE.,INCIDENT_TYPE
node:502dc0e3-288b-4621-8f54-7cb6845f1c00,LIGHTHOUSE,EQUIPMENT
node:abef7183-2734-44d5-a07f-b9c1445aa8c2,INCIDENT 656112 - NM - DUTRA INDUSTRIAL PLANTS - FASSUB - DEFORMED SKID,INCIDENT_TYPE
node:db8ded55-81b8-4583-8c0e-ae56c03d4eaa,ANM,EQUIPMENT
node:bc9f1c85-c278-45f8-bffb-3c7e95bed870,LOWBAY,LOCATION
node:767b8879-5b7c-4a8f-87c7-de20e3f2ea10,CLP COURTYARD,LOCATION
node:f7ca8f30-2943-434f-85f4-56bf0502d8c2,INCIDENT 689793 - NEAR MISS - SEAGULL,INCIDENT_TYPE
node:9b7b9574-f8d6-4bea-9b39-92e4479ce644,09/02/2020,DATE
node:c716f13e-3801-415b-9d66-8aaeb6a8a6a4,PIPE OPERATIONS,TASK
node:fe6ccf86-ca7f-4f26-ac4c-27ff72164a18,EMERGENCY STOP,EQUIPMENT
node:ddd78dd3-a45f-48c4-9616-d74c166bcbfa,FIXED CLAMP,EQUIPMENT
node:134f7044-1531-426c-bc36-50b62443530f,"NEAR MISS 598828 - PRE-FLOW CHECK LIST, TRIPLE CHECKING LINES",INCIDENT_TYPE
node:606ed8a2-94c7-4b28-831d-db168208afc3,3H WELL,EQUIPMENT
node:4f65a0e4-9080-4ac8-8771-89f7e1b5f141,AAP UNIT,EQUIPMENT
node:c39fe4d9-62c2-4b3e-a090-ee9e8212dfe8,"WILL WHITE, BRIAN LUND, RYAN MALONE",ORGANIZATION
node:12556b6b-cc44-4e1c-a2c7-912dce3787e9,NEAR MISS 567408 - IMMOBILE FORKLIFT DUE TO DAMAGED CONCRETE,INCIDENT_TYPE
node:d80187d5-8b39-46c7-8e0d-43db7e68ad12,GRADEMENT CHANGE,TASK
node:08e31f77-b8f2-497c-acae-e83745e7a081,1/12/2018,DATE
node:a06de94e-3803-42eb-a185-b10cd437f337,NEAR MISS 510369 - MATERIAL FALL FROM HEIGHT,INCIDENT_TYPE
node:07444fff-ff27-4d9f-b672-59b502efb51d,TAURUS,EQUIPMENT
node:5bfcda38-f77b-46d7-90e3-70603b8b9588,18 CO2 CYLINDERS,EQUIPMENT
node:6d730557-66a9-40f1-bd58-880486eaac70,NEAR MISS 510369 - GTG CO2 FLOODING SYSTEM MATERIAL FALL FROM HEIGHT,INCIDENT_TYPE
node:d69cf3d1-1aea-4423-99f5-3eac410f5f1d,GTG CO2 FLOODING SYSTEM (FIREFIGHTING),EQUIPMENT
node:0d513cef-cece-4ec1-bd60-950987e759b6,NEAR MISS _034135C002 - HYCO AIR PRODUCTS COCHIN INDIA,INCIDENT_TYPE
node:188f8612-c9f8-47ef-bf08-08a9c1a807ac,VALVE/ CYLINDER,EQUIPMENT
node:837964c4-d2ac-4569-9ac3-c085e0e5e42f,CO2 DISCHARGE,INJURY_TYPE
node:93b40a09-9e43-4260-9ab5-9144c8f32485,ACCIDENT 589357 - FI - SHELL FRANKLIN PE3 CAR DAMAGE,INCIDENT_TYPE
node:53196370-47b2-42a3-ad8e-979abe4fe04c,LEILA MERHOUR,ORGANIZATION
node:3ed49a29-701c-4ee4-ba23-8c58a7c10cb6,2018-05-29 18:30,DATE
node:3126276d-9259-4ee4-a277-9fa10a31c41b,INCIDENT 671097 - NM - DUTRA INDUSTRIAL PLANTS - MATRIZ - BROKEN STAIR STEP,INCIDENT_TYPE
node:4e48a948-302f-4b47-9069-7539f7469f12,CLAD 7,LOCATION
node:7a00008d-ab4f-406c-9eeb-ae4aa4730518,2020-02-20,DATE
node:69d9fe69-9696-4169-8060-57d489be3967,INCIDENT 677171 - NM-ARCTICLNG 2 YARD INJURY RISK,INCIDENT_TYPE
node:ad3cee68-dfcf-4d35-b523-668206fee23e,INCIDENT 678672 - HAMMER HEAD FLEW OUT DURING KNOCKING STRUCTURE,INCIDENT_TYPE
node:09e597d4-d05b-452e-bc70-ab863f1767d4,NM-ALNG 2,ORGANIZATION
node:8abd3c52-37ff-4c1b-9c79-c6852e7ff483,QINGDAO QMW,LOCATION
node:d2b63dfa-7542-488e-8881-83ad6656d1c1,HAMMER HEAD,
node:032a5afd-6af3-4eb9-beac-c7069e02b09b,ACCIDENT 11264 - COMPANY TRUCK STRUCK MOOSE,INCIDENT_TYPE
node:742da46d-fb0f-47db-906c-6f3925d219e9,COMPANY TRUCK LD5555,EQUIPMENT
node:8853f30a-df3d-4f74-9e43-c9cb1c152fd7,2022-11-07,DATE
node:b9b879c6-f12b-46c4-8415-f8ea864339c3,INCIDENT 701086 - PIPE STRUCK ELECTRICAL BOX ON BUGGY A,INCIDENT_TYPE
node:2ff054a5-4b83-4a7b-96e2-9d34626ccde0,ACCIDENT 11976 - FIRST AID - NMC MOLD,INCIDENT_TYPE
node:5dc3ecd8-422c-474f-ac82-92d421ec0627,NMC TECHNICIAN,ORGANIZATION
node:5edaed3f-fabe-48a9-89ac-3bcf821e8752,EXCESS MELTED RUBBER,EQUIPMENT
node:46990b31-8811-4b21-bbb9-ddf440460a37,LIFT,EQUIPMENT
node:71908d4a-4943-4f1c-8419-4d7716473f33,2022-12-14,DATE
node:f3c57e22-a8c0-4f0e-a882-672d3da56a95,ACCIDENT 613357 - FIRST AID ANKLE TWIST WHEN STEPPING ON PIPE,INCIDENT_TYPE
node:ae45737c-6496-4fd5-bc76-008b14ab4937,NEQUEN SERVICE BASE,LOCATION
node:a2c774fa-27e8-499d-85d7-4ea9f6220eee,INCIDENT 681982 - FIRST AID-BLADE-BEAUMONT ISBL PLOT-APR-3-2020 PERFORMANCE WORKER'S FINGER STRUCK BETWEEN 2 PIECES OF REBAR,INCIDENT_TYPE
node:d6d0b568-a855-4e9d-ba42-f5b90ed153fd,#10 REBAR,EQUIPMENT
node:703ebd0a-34f6-49ed-aa4d-1496521c5e31,APR-3-2020,DATE
node:84a90ced-3e59-4100-a9cd-b7d39e2b29e8,INCIDENT 65983 - PRESSURE RELEASE FAILURE ON SLB 2'' STRAIGHT JOINT,INCIDENT_TYPE
node:ae22b151-1dd7-4557-aeab-2aee05862238,SLB 2'' STRAIGHT JOINT,EQUIPMENT
node:cf40a421-24b9-4e0f-b4b0-52143622dbfa,BOUSSARD SERVICE BASE,LOCATION
node:49df995b-f84b-456a-8d76-d72afef93b3e,SCHLUMBERGER,ORGANIZATION
node:4bba451d-106c-4a08-baeb-41d1c07cbbd0,NEAR MISS 530278 - NO ACCESS FOR E&I TEAM,INCIDENT_TYPE
node:3547fe45-485b-43f0-85b8-d84cca34ce03,HVAC 1 ESS 300,LOCATION
node:411fb292-de83-420e-98c1-753eed1f48ee,2017-03-15,DATE
node:bdc3329a-8f92-4f24-98ad-e21bca46f8da,INCIDENT 661755 - NEAR MISS - TFMC DRIVE BETWEEN S11 AND S15,INCIDENT_TYPE
node:e0c1a23d-1ac2-4f39-9a15-231ddd766f91,NEAR MISS 545803 - NEAR MISS - EDT JANE - PLATFORM DISCHARGES FROM SOUTH FACE,INCIDENT_TYPE
node:8e2ee7ea-bed9-471b-98c1-322f4cf49265,"UK, ABERDEEN",LOCATION
node:48cee762-6575-4955-86aa-3516ff562bfc,INCIDENT 704174 - NM 53 - BMP - BAHRAIN - 18.01.2021 - MAN-LIFT SLIPPED WHILE MANEUVERING,INCIDENT_TYPE
node:62dfb690-7fb2-4a2f-903c-bb28544c5ea9,"AREA 4- UNIT 19, STR 200",LOCATION
node:32286baf-dbab-475c-ab55-1fe1a9226268,18.01.2021,DATE
node:3ff44f99-4ba7-4ce0-a61c-cdc31afd16ae,INCIDENT 704174 - NM 53 - BMP - BAHRAIN - 18.01.2021 - INJURY,INJURY_TYPE
node:4a449e95-6a85-4a8c-8c71-7d4bbe0f1a06,INCIDENT 704174 - NM 53 - BMP - BAHRAIN - 18.01.2021 - FINANCIAL IMPACT,INCIDENT_TYPE
node:3865e5e8-36d6-43c0-b5bc-5c9aef2b080e,NEAR MISS 589971 - OIL SLICK ON RIGHT MAT OF BOBIN GATE N°8,INCIDENT_TYPE
node:c35ded3e-e771-4c0d-9278-56ceea1e5e25,BOBIN GATE N°8,EQUIPMENT
node:17ddced3-d562-47c6-a5c4-32faa8ce963f,INCIDENT 704251 - ACCIDENT DAMAGE - DEEP BLUE MAINTENANCE,INCIDENT_TYPE
node:a09e1891-550c-4764-9112-4bb87b608601,19 JAN 2021,DATE
node:1739e6d2-5069-44b4-9c8b-8790e84811f2,LOADER ARM SUPPORT STRUCTURE,EQUIPMENT
node:3787eb7e-588b-4b5d-95a1-d89e7fa658e0,4 X CORE RIGGERS,PERSON
node:759d0359-f363-432d-b9f3-0bd608d1254d,LIFTING PTW,DOCUMENT
node:b30a22de-2b75-45d1-b8da-fd0063df4b07,SPECIFIC PTW FOR THIS LIFT,DOCUMENT
node:bf8d1a64-556d-46c4-b796-47523a2781e0,AUXILIARY LINE,EQUIPMENT
node:8f7364ae-d0fc-45ec-8b2f-6fb76bc38117,OVERLOAD,CONTEXT
node:0c52ed82-0551-4156-a0ce-58af0e0986e5,NO PERSONNEL ON TAG LINES,CONTEXT
node:27320472-94df-4efa-960a-4529af529e9e,110% OVERLOAD,
node:e4696627-85d2-4350-ab82-93e85532cfb3,81.1TE FOR 1 SECOND,CONTEXT
node:ac6643fc-6d9b-409a-87ed-1171c38764d8,1/20/2021,DATE
node:f809b33b-b772-47f9-b9e4-9298f1d7b285,LIFT PLAN 3315,EQUIPMENT
node:f5d3f917-f01a-4a5a-a322-46bb11dcb164,LIFT PLAN 3243,EQUIPMENT
node:7b2c4fbd-7ab8-4aa7-a990-131694b51468,INCIDENT - STRUCTURE UPENDING LIFT MISHAP,INCIDENT_TYPE
node:216472ff-fc23-4261-913f-6cb55b10e860,ROUND SYNTHETIC SLINGS,EQUIPMENT
node:bcda295e-765f-4ccc-8da7-55d521be7929,4-PART BRIDLE STEEL RIGGING,EQUIPMENT
node:2554c25b-98a3-472a-adf0-14c5486dca8c,INCIDENT 704251 - ACCIDENT DAMAGE - DEEP BLUE MAINTENANCE - 000298A001 - 19 JAN 2021 - SLINGS PARTED WHILE UPENDING THE LOADER ARM SUPPORT STRUCTURE ON QUAYSIDE,INCIDENT_TYPE
node:a73cadfa-d62e-461a-ae06-ea1f22b2a230,19-01-2021,DATE
node:fe06597d-4138-47b0-b28b-85f215b2fc7c,"THEODORE SPOOLBASE, ABERDEEN, UK, EUROPE",LOCATION
node:87433b8b-4b7e-4cd8-a9d1-f9bff61d2e48,"ENVIRONMENTAL CONDITIONS: THE DEEP BLUE WAS IN THEODORE SPOOLBASE, WEATHER WAS FINE, GOOD VISIBILITY, NO PRECIPITATION, WIND FROM 170° X 7 KNOTS",ENVIRONMENTAL_CONDITIONS
node:0760ac1c-42d0-4d29-94ad-9c0497356b9b,EVENTS LEADING TO THE INCIDENT: IN PREPARATION FOR TRANSIT THE DEEP BLUE WAS LIFTING EQUIPMENT ONBOARD THE VESSEL FROM THE QUAYSIDE...,EVENTS_LEADING_TO_THE_INCIDENT
node:a4c4c38c-5df2-4dca-9a12-4e3131357840,INCIDENT: DURING THE UPENDING LIFT THE STRUCTURE WAS LIFTED TO APPROX. 8 M USING THE KENZ CRANE MAIN BLOCK WITH PRE-RIGGED ROUND SYNTHETIC SLINGS CHOKED AROUND THE LEG OF THE LOADER ARM SUPPORT STRUCTURE. THE WHIP LINE WAS THEN USED TO START THE UPENDING...,INCIDENT
node:f7daa045-a451-4315-b68d-58d13cbff72b,ACCIDENT 000298A001 - SLINGS PARTED WHILE UPENDING LOADER ARM SUPPORT STRUCTURE ON QUAYSIDE,INCIDENT_TYPE
node:02242e08-d4ec-4a7d-b2c0-ab0cc997256c,INCIDENT 704251 - ACCIDENT DAMAGE - DEEP BLUE MAINTENANCE - 000298A001 - 19 JAN 2021 - SLINGS PARTED WHILE UPENDING LOADER ARM SUPPORT STRUCTURE ON QUAYSIDE,INCIDENT_TYPE
node:8937b2af-4831-41fe-9419-02ba5b5d9049,SYNTHETIC SLINGS,EQUIPMENT
node:48aeeefb-28e0-4fa0-a1fc-94f2587779dd,CORE RIGGERS,ORGANIZATION
node:38801553-9f8a-4de5-8a6e-5a8ed0ef08d1,EVENTS LEADING TO THE INCIDENT,LOCATION
node:c1ef5746-49ef-4cfe-a5e7-973227e5a86f,NOTES,LOCATION
node:62844429-4dd1-4b82-9e20-7a5a30c699e4,ACCIDENT - DEEP BLUE MAINTENANCE - 000298A001,INCIDENT_TYPE
node:764ba83f-6085-46f5-8021-54434d67ead6,QUAY,LOCATION
node:ad9f3b12-b6b7-4069-8379-239c068a8cf2,2021-01-20,DATE
node:170a095c-45b8-4c13-9c51-102e4415ea2b,INCIDENT 64250 - TRIP ON UNEVEN CONCRETE,INCIDENT_TYPE
node:ea3bdc67-466b-41bf-8e0f-bc4811a50e2d,WATER CHILLERS,EQUIPMENT
node:cb73b198-b902-4a22-bed1-bb51f3bca344,NEAR MISS 17141 - 004 - S07 - LOW BAY - KLV-14 OVER PRESSURIZATION,INCIDENT_TYPE
node:43e2b7b8-98b2-4ced-9bda-51ab03f15837,TST10144897,EQUIPMENT
node:5d995e43-b990-493e-96ef-4ee5e1f86ecd,KLV-14 CONNECTOR (P1000200969),EQUIPMENT
node:9fce41df-3c8e-406b-8a83-d0cd55c48e80,7100,LOCATION
node:5758f324-3c6e-4193-9ba8-3eead1b0bf94,10/9/2023,DATE
node:c441853c-ceea-4abf-a58f-001231f9564a,NEAR MISS 21751 - FLEXIBLE BURST DURING PRESSURE TEST,INCIDENT_TYPE
node:3e00e8d3-c5a3-40cf-858c-0371ba4adc26,NENE ENI OFFSHORE SITE,LOCATION
node:2c89d879-e165-4cbe-b667-4fe9b96d7385,SI - AFTER MARKET SERVICES,ORGANIZATION
node:7858e8db-3bd8-437f-837c-650ee46a225d,AFRIQUE GLOBAL INTERNATIONAL SERVICES,CLIENT
node:44429d4c-eba9-4649-a9d8-5381b225eefd,2023-09-30,DATE
node:08e754b3-483d-4deb-836e-c786aefee9f7,INCIDENT 658128 - CUT FINGER,INCIDENT_TYPE
node:53023d08-5127-4bae-b7be-9ad426889894,EVDT COMPOSITE VALVE BLOCK BODY,EQUIPMENT
node:5fa80b8e-b073-4923-8a3b-50d3d9714d46,2019-11-05,DATE
node:8fa70aab-dbfa-4fca-821a-d86ed3b238fb,INCIDENT 65812 - CUT FINGER,INCIDENT_TYPE
node:b55581f9-6afe-4e03-bebc-e6fbef1be8ce,NEAR MISS 593838 - MPACT CONTRACTOR CUT INTO PLASTIC WATER PIPE,INCIDENT_TYPE
node:e7f0363d-3823-4ac5-8c15-3ac51e9d32ef,MPACT CONTRACTOR,ORGANIZATION
node:e1473716-2005-4472-a854-a902a0e76467,"ACCIDENT 547366 - PROJ. 2546 LITVINOV, CZECH REPUBLIC",INCIDENT_TYPE
node:6918d647-2c6f-47bc-8b80-6e999eacd573,RIGHT HAND CONTUSION,INJURY_TYPE
node:bb50d5b8-9096-4ced-b857-7bb6e8fd1100,STR 160,EQUIPMENT
node:ef5c0c99-c40b-431b-b97c-0a62663b8164,WOODEN PLATES,EQUIPMENT
node:a5691cfb-1f76-4ce5-9d1e-380982b2602d,INCIDENT 677971 - NOT TECHNIPFMC OWNED - SIF NEAR MISS - LFB ARRAS - ARRAS - 05/05/2020 - FALL OF UPN ON THE GROUND,INCIDENT_TYPE
node:9603b54a-6671-4e09-8c40-62cad55d25d0,UPN,EQUIPMENT
node:4e59e38c-8a57-4ed7-8c7d-9680c3a725d2,05/05/2020,DATE
node:e3169691-dd0e-4be9-b062-29ddc169f077,INCIDENT 677791 - NOT TECHNIPFMC OWNED - SIF NEAR MISS - LFB ARRAS - ARRAS - 05/05/2020 - FALL OF UPN ON THE GROUND,
node:8be3da81-775f-428c-9ce0-9ca2865b7bf8,INCIDENT 677971 - NOT TECHNIPFMC OWNED - SIF NEAR MISS - LFB ARRAS - ARRAS - 05/05/2020 - REPUTATION DAMAGE,INCIDENT_TYPE
node:6c1dee41-527f-4d6a-ad10-fe25ec0ed6fd,INCIDENT 677971 - NOT TECHNIPFMC OWNED - SIF NEAR MISS - LFB ARRAS - ARRAS - 05/05/2020 - LOOSE MATERIALS INCIDENT,INCIDENT_TYPE
node:0a69fe85-e24d-4a11-b3a6-7cc0f5fa1551,LOOSE MATERIALS INCIDENT,IMPACT_TYPE
node:ac44bd65-faa2-41b2-9126-ee6973657273,SIF NEAR MISS - LFB ARRAS - ARRAS - 05/05/2020 - FALL OF UPN ON THE GROUND,INCIDENT_TYPE
node:2152cb5f-ca75-453b-8c8c-b28e7728dc44,05/06/2020,DATE
node:608a2d3c-9cc1-4957-8933-3a4917a23ee3,INJURY - SINGLE LIFE THREATENING ILLNESS / SERIOUS CHRONIC ILLNESS,IMPACT_TYPE
node:8e63e173-022b-4ec6-a32c-b51c29fa052b,SIF NEAR MISS - NOT TECHNIPFMC OWNED,INCIDENT_TYPE
node:f4e44c4a-e245-43aa-a453-f1e8b080df3b,NEAR MISS 30550 - FALL OF A SLING RETAINING SYSTEM DURING REEL DEMOBILIZATION,INCIDENT_TYPE
node:858ad660-9ece-498e-8878-ceac7dd9d30d,10.22 KG PART,EQUIPMENT
node:9e4af2eb-e2ce-48b5-b2ab-7285a1df668f,NEAR MISS 15987 - BUMP HEAD,INCIDENT_TYPE
node:c777e02f-8004-41c1-8f4f-2eeca434f9cb,NEAR MISS 504306 - CHS MONANA PL038746,INCIDENT_TYPE
node:70158616-9f25-4e9f-8177-c7219620e5ef,CHS MONANA,ORGANIZATION
node:6e3a22ef-8d17-4a88-a9ef-d1b0d485cb49,PL038746,EQUIPMENT
node:5653a935-a6d9-4caf-b8e3-c296a25c2ce9,INCIDENT 706168 - FAC - PRELUDE BROWNFIELDS - ELBOW STRAIN,INCIDENT_TYPE
node:a07fbf06-cf6f-4d6d-b4ba-e19fa5644fde,"UNKNOWN, BROOME, AUSTRALIA, ASIA PACIFIC",LOCATION
node:f971e20f-7b2a-4e50-97a5-231f6aaf6b43,INCIDENT 7061668 - FAC - PRELUDE BROWNFIELDS - ELBOW STRAIN,
node:8c3af3e3-3a4a-4780-ba86-ae8fb75821bc,2/9/2021,DATE
node:4fe2921f-bbbd-40dd-80fc-e4fdfe06b8cc,072876C001 - PRELUDE ENGINEERING AND PROJECT MANAGEMENT SERVICES,PROJECT
node:e93b3b9b-a256-4be2-8042-eb6c6a7c948f,FAC - PRELUDE BROWNFIELDS,INCIDENT_TYPE
node:9e64801b-6015-4f4c-bad5-129e68c3034b,02/01/2020,DATE
node:735a7ac6-b168-47b4-8772-7878d7b0061f,FAC - PRELUDE BROWNFIELDS - 02/01/2020 - ELBOW STRAIN,INCIDENT_TYPE
node:57feaf5b-d401-4f07-9a84-3dcfd251543c,ACCIDENT 13704 - MINOR ENVIRONMENTAL RELEASE,INCIDENT_TYPE
node:ed8ec862-76d7-445d-827d-38a4c98e0eb9,MINOR ENVIRONMENTAL RELEASE - 500ML OF HYDRAULIC OIL (SHELL TELLUS S2 V 46) LEAK DURING MOONPOOL DOOR #3 OPENING DUE TO O-RING FAILURE,INCIDENT_TYPE
node:83207e1f-82ae-4385-95d8-2f831b675b09,100126C001 - PATOLA KAROON IEPCI,PROJECT
