value,canonical_type,confidence,types_found,count_per_type,entities_to_reclassify,edges_affected
SZ line,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
Sabetta 3rd level clinic,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
Sapura Esmeralda,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Sat Control,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=23; EQUIPMENT=1,1,1
Seagull,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
Serres General Hospital,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
SP13,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
SP-21,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
SKAF,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=6; LOCATION=1,1,1
SIT,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
QC laboratory,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
RDS,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
RFCCU,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
RHDS,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
RLSA,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
ROU8,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
ROVs,EQUIPMENT,high,EQUIPMENT; ORGANIZATION,EQUIPMENT=12; ORGANIZATION=1,1,1
RTD,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=4; EQUIPMENT=1,1,1
Raigmore hospital,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=6; ORGANIZATION=1,1,1
Receiving A,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Red Deer facility,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Red Zed 1,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Reeves County Hospital,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Remontowa,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
Revestiment,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
Romashka camp clinic,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Rov,BODY_PART,ambiguous,BODY_PART; LOCATION,BODY_PART=1; LOCATION=1,1,1
Rowan Norway,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Roxane Z,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
S01,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=11; ORGANIZATION=1,1,1
S11 weld shop,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
S13 Buck Up,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
SEM,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
SFT,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=3; ORGANIZATION=1,1,1
SIMOPS,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=4; EQUIPMENT=1,1,1
zeta,EQUIPMENT,high,BODY_PART; EQUIPMENT,EQUIPMENT=5; BODY_PART=1,1,1
