src,rel,dst,src_label,dst_label,row_id
node:6710a35968663e91,was,node:c4d77c67b0d401e8,work,At time of incident conducted in yard area south with use,10965
node:6710a35968663e91,was,node:35caf40569701ece,work,At time conducted in yard area south,10965
node:6710a35968663e91,was,node:9b40fd65e4debf41,work,At time conducted in yard area south with use of quay crane,10965
node:6710a35968663e91,was,node:5188d207fcad6414,work,conducted in yard area south of hall A with use of quay crane,10965
node:6710a35968663e91,was,node:e1bbbe70b74aec3c,work,conducted in yard area south with use,10965
node:85e30f3e4c746f5b,was operated by,node:05a48afc115fe27c,crane,dedicated personnel,10965
node:6710a35968663e91,was supervised by,node:2b070d562586ecf5,work,TechnipFMC TSP Supervisor,10965
node:85e30f3e4c746f5b,was operated by,node:f7abaf52ca54d835,crane,personnel,10965
node:85e30f3e4c746f5b,was operated by,node:4d85489233d7a8dd,crane,personnel from Horten Skipsreperasjoner,10965
node:ce964b643f88df9d,was supporting,node:39845bc223cbfdac,TSP,operation,10965
node:85e30f3e4c746f5b,was,node:c7dc63b06b1914f9,crane,operated,10965
node:85e30f3e4c746f5b,was operated by,node:d7340044d3b6be28,crane,dedicated personnel from Horten Skipsreperasjoner,10965
node:6710a35968663e91,was,node:09e215d1648ae0be,work,supervised,10965
node:9292fd9223e01f2c,execute,node:216a3321bf70cb25,Supervisor operator,TST60169495 rev B section,10965
node:9292fd9223e01f2c,had,node:e155f9e75780af93,Supervisor operator,had tasked,10965
node:de2e9fbd33a2e53e,is in,node:8f55b7038cb06c32,TH,TH inspection stand,10965
node:f7d26a6e388c57bf,was held according to,node:e9a6120d653f25b0,Toolbox Talk,Risk Matrix,10965
node:f7d26a6e388c57bf,starting,node:a645f0b141b2ff20,Toolbox Talk,lifting operation,10965
node:f7d26a6e388c57bf,was,node:fd6d7dc1ba921779,Toolbox Talk,held,10965
node:99fe2e2d57ed6c72,lay on,node:64b4e7aa2b288053,TH assembly,ground in SIT area supported,10965
node:99fe2e2d57ed6c72,lay on,node:ed2034028ecde8c2,TH assembly,ground supported by wood wedges,10965
node:99fe2e2d57ed6c72,lay on,node:0945d4e1cf7fe704,TH assembly,ground,10965
node:99fe2e2d57ed6c72,lay horizontally on,node:3a08b41bdc194a80,TH assembly,ground in SIT area supported by wood wedges,10965
node:99fe2e2d57ed6c72,lay horizontally on,node:c34625c588470410,TH assembly,ground in SIT area,10965
node:99fe2e2d57ed6c72,lay horizontally on,node:fed50797ba5ca886,TH assembly,ground supported,10965
node:99fe2e2d57ed6c72,lay horizontally on,node:ed2034028ecde8c2,TH assembly,ground supported by wood wedges,10965
node:99fe2e2d57ed6c72,lay horizontally on,node:0945d4e1cf7fe704,TH assembly,ground,10965
node:0945d4e1cf7fe704,is in,node:4f190a85d8c9a902,ground,SIT area,10965
node:99fe2e2d57ed6c72,lay horizontally on,node:64b4e7aa2b288053,TH assembly,ground in SIT area supported,10965
node:99fe2e2d57ed6c72,lay on,node:c34625c588470410,TH assembly,ground in SIT area,10965
node:99fe2e2d57ed6c72,lay on,node:3a08b41bdc194a80,TH assembly,ground in SIT area supported by wood wedges,10965
node:99fe2e2d57ed6c72,lay on,node:fed50797ba5ca886,TH assembly,ground supported,10965
node:d313e367ae65d42c,was,node:84cf25127d01719a,Crane hook,attached,10965
node:d313e367ae65d42c,was attached to,node:e25ce3285099e97e,Crane hook,THHTT,10965
node:3ed94926b7ffb996,tilt with,node:a86c842d7e31a3a5,assembly,TH Protection Shroud positioned on rubber mat,10965
node:3ed94926b7ffb996,started,node:470917e1dad78291,assembly,tilt with TH Protection Shroud positioned on rubber mat,10965
node:3ed94926b7ffb996,started,node:fead699d4480ae48,assembly,tilt with TH Protection Shroud,10965
node:3ed94926b7ffb996,started,node:8a9225bad3bf7257,assembly,tilt,10965
node:3ed94926b7ffb996,tilt with,node:639bcd8f8be4ce3f,assembly,TH Protection Shroud positioned,10965
node:3ed94926b7ffb996,tilt with,node:e0e74b86c313451e,assembly,TH Protection Shroud,10965
node:3ed94926b7ffb996,started,node:cd567fcc8e6e03b3,assembly,tilt with TH Protection Shroud positioned,10965
node:e25ce3285099e97e,starting,node:da2eb26b15dc3268,THHTT,move,10965
node:e25ce3285099e97e,move out of,node:de2e9fbd33a2e53e,THHTT,TH,10965
node:e03c1b4c82f7c75b,was immediately stopped,node:7e426b25dcb20e29,lift,crane operator noticed,10965
node:be411be47f3f09f2,made by,node:8d3ce4cc84d9787e,lift observation,Supervisor,10965
node:057d0b41b97f9ddc,made by,node:8d3ce4cc84d9787e,observation,Supervisor,10965
node:e03c1b4c82f7c75b,was stopped,node:7e426b25dcb20e29,lift,crane operator noticed,10965
node:e03c1b4c82f7c75b,was,node:c2b65a3fdb386633,lift,immediately stopped,10965
node:e03c1b4c82f7c75b,was,node:19ab9b6e55707784,lift,stopped,10965
node:5c5a73c769182a99,confirm,node:d5a03fdd65c61989,Radio contact,Stop Work,10965
node:5c5a73c769182a99,was made between,node:8d3ce4cc84d9787e,Radio contact,Supervisor,10965
node:5c5a73c769182a99,was,node:a6da157a6625bf30,Radio contact,made,10965
node:95c828d43de3bc74,remained in,node:b574c0b6c07e94a9,TH+THHTT assembly,approx. 80 degrees position,10965
node:95c828d43de3bc74,remained in,node:9d87f634f547a84c,TH+THHTT assembly,approx. 80 degrees tilted position,10965
node:31293efe993c24ad,type of is,node:1c1b1bd9d2192d38,impact,Damage,10965
node:94894d0480830370,is,node:1c1b1bd9d2192d38,type,Damage,10965
node:f65bceae9e1f5084,is,node:7cd31340dfaeb57a,description,Substantial,10965
node:1a345cef2abea8d3,is,node:c5c11887218b0e4c,severity value,4.0,10965
node:f65bceae9e1f5084,is,node:f9d5f765546f2696,description,Exposure,10965
node:f65bceae9e1f5084,is Exposure to,node:3a6b50ed4095dd4c,description,activity by location,10965
node:f65bceae9e1f5084,is Exposure to,node:107af1ad6cd438ad,description,activity,10965
node:94894d0480830370,description of is,node:93f0ff3210061310,type,Exposure to activity,10965
node:94894d0480830370,description of is,node:f9d5f765546f2696,type,Exposure,10965
node:94894d0480830370,description of is,node:0ceb2ed48a6b1d28,type,Exposure to activity by location,10965
node:107af1ad6cd438ad,occurs,node:19f1995a09848a5b,Activity,quarterly,10965
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,10965
node:8987dddee8db0aa6,is,node:30a3d0c53ccd6c66,criticality,32.0,10965
node:6ad8136021b8f634,is,node:18769c6ca5c2e6a5,risk color,Yellow,10965
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,10965
node:1dc98cc9a40e5a79,is,node:eda229aab6a7cb97,date,00:00.0,10965
node:f02496fb1c3a429d,is,node:df138fac708c4e6c,title,THHTT separated during lifting,10965
node:e25ce3285099e97e,separated during,node:f7e2c376c80857c4,THHTT,lifting horizontal vertical,10965
node:f02496fb1c3a429d,is,node:fd6755105759fe71,title,THHTT separated during lifting from horizontal to vertical,10965
node:f02496fb1c3a429d,is,node:d5b5cb65ad59e619,title,THHTT separated from TH during lifting,10965
node:f02496fb1c3a429d,is,node:c3dbbbed1118e53f,title,THHTT separated,10965
node:e25ce3285099e97e,separated during,node:1f88b4f9e873e079,THHTT,lifting horizontal,10965
node:f02496fb1c3a429d,is,node:ceb3d65238be9d8d,title,THHTT separated from TH during lifting from horizontal to vertical,10965
node:f02496fb1c3a429d,is,node:c0b825f55af98366,title,THHTT separated from TH,10965
node:e25ce3285099e97e,separated during,node:19e90607b149c847,THHTT,lifting,10965
node:f02496fb1c3a429d,is,node:8a8dda879711d7a6,title,THHTT separated from TH during lifting from horizontal,10965
node:f02496fb1c3a429d,is,node:9c2bec927bb96d73,title,THHTT separated during lifting from horizontal,10965
node:e25ce3285099e97e,separated from,node:de2e9fbd33a2e53e,THHTT,TH,10965
node:f02496fb1c3a429d,is,node:e25ce3285099e97e,title,THHTT,10965
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,10965
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,10965
node:efb0833c3b6eb969,is,node:0a8aa232494d650c,specific Business Unit,Projects,10965
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,10965
node:9613588cae9c50d2,involved in,node:9e0a3afd66f4fadf,The General Business Unit,case,10965
node:9613588cae9c50d2,is,node:0a8aa232494d650c,The General Business Unit,Projects,10965
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,10965
node:ace9b0eac87cb97b,name of is,node:02add58cd924c8a5,project,066191C005,10965
node:5322bd41eb35fa05,is,node:02add58cd924c8a5,name,066191C005,10965
node:99ac13c2bb0f4fc7,is,node:1c6f43efe59b32cd,client,TOTAL E&P NORGE AS,10965
node:f4fb9429ef1c1c5d,is,node:56014048f83661a6,work process,Manufacturing,10965
node:beef3462beb17905,are Line of,node:e750fd61f3fffbc8,life rules,Fire,10965
node:beef3462beb17905,are,node:5da22bd0f1da454f,life rules,Line,10965
node:ccc83dc829b0c87c,are,node:5da22bd0f1da454f,life saving rules,Line,10965
node:ccc83dc829b0c87c,are Line of,node:e750fd61f3fffbc8,life saving rules,Fire,10965
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,10965
node:9e0a3afd66f4fadf,was reported on,node:668e0a0f539babdf,case,9/1/2022,10965
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,10965
node:fd062c23cbff59ef,was,node:c5c11887218b0e4c,loss potential severity,4.0,10965
node:f59c096b3321a5ef,has,node:6a611dc3333cada5,incident,has approved,10965
node:f59c096b3321a5ef,has,node:8b3aa9c18f3ac1e0,incident,when has approved,10965
node:1dc98cc9a40e5a79,is,node:7bd6d495b5df886f,date,10/26/2022,10965
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,10965
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,10965
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,10965
node:3dc2d5f80ef9d4ee,is,node:1d958233ef003d51,operating center,USA,10965
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,10965
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,10965
node:2809263c1552cd5a,is,node:3fac0cb270849ca9,location code,TFMC465,10965
node:f59c096b3321a5ef,code of is,node:3fac0cb270849ca9,incident,TFMC465,10965
node:94894d0480830370,is,node:3cb7d2848a6144c8,type,Environment,19661
node:1a345cef2abea8d3,is,node:30b402df5de31446,severity value,2.0,19661
node:94894d0480830370,description of is,node:1d051ddebb2afa7b,type,Frequency,19661
node:f65bceae9e1f5084,is Frequency of,node:f59c096b3321a5ef,description,incident,19661
node:f65bceae9e1f5084,is,node:1d051ddebb2afa7b,description,Frequency,19661
node:9e0a3afd66f4fadf,Has,node:193ad9ad8dec6fbf,case,Has occurred in our company,19661
node:9e0a3afd66f4fadf,Has,node:a0bc746ddfb69b1b,case,Has occurred,19661
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,19661
node:8987dddee8db0aa6,is,node:498b3797c1ffeb8d,criticality,8.0,19661
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,19661
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,19661
node:af37b94b74201925,is,node:eda229aab6a7cb97,time,00:00.0,19661
node:afc97a12f07d4317,is,node:b7a3802d43e0d4cc,General Business Unit involved,REMS,19661
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,19661
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,19661
node:efb0833c3b6eb969,is,node:2b04b04221128fac,specific Business Unit,Subsea Processing,19661
node:9613588cae9c50d2,is,node:2b04b04221128fac,The General Business Unit,Subsea Processing,19661
node:9613588cae9c50d2,involved in,node:9e0a3afd66f4fadf,The General Business Unit,case,19661
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,19661
node:5322bd41eb35fa05,is,node:1d74ee50c3e1d200,name,NA,19661
node:99ac13c2bb0f4fc7,is,node:3732db759b951187,client,FMC TECHNOLOGIES INDIA PRIVATE LIMITED,19661
node:ccc83dc829b0c87c,are,node:e0e10449ad616ed9,life saving rules,Hot Work,19661
node:beef3462beb17905,are,node:e0e10449ad616ed9,life rules,Hot Work,19661
node:beef3462beb17905,are,node:6710a35968663e91,life rules,Work,19661
node:ccc83dc829b0c87c,are,node:6710a35968663e91,life saving rules,Work,19661
node:9e0a3afd66f4fadf,was reported on,node:c70b26609a6d7831,case,10/18/2023,19661
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,19661
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,19661
node:fd062c23cbff59ef,was,node:30b402df5de31446,loss potential severity,2.0,19661
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,19661
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,19661
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,19661
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,19661
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,19661
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,19661
node:2809263c1552cd5a,is,node:87e047e2d0f4dfec,location code,TFMC535,19661
node:f59c096b3321a5ef,code of is,node:87e047e2d0f4dfec,incident,TFMC535,19661
node:8045bc4ef3beffa2,is,node:65dc49e7dc1b4917,status,Active,19661
node:d435f27d85a36217,is in,node:9edce6bb554528c7,DP,process conducting,21
node:257382f64c2827a6,was observed on,node:9d7319a689f2dc19,bilge alarm,panel,21
node:257382f64c2827a6,was observed During,node:1d14bc21da4bfa40,bilge alarm,operations,21
node:257382f64c2827a6,was,node:0d1a563ed622e43c,bilge alarm,During operations observed in ECR,21
node:257382f64c2827a6,was,node:46eb67a7eb2bcf5a,bilge alarm,observed on panel in ECR,21
node:257382f64c2827a6,was,node:64a77f47ae65ceb2,bilge alarm,During operations observed on panel,21
node:257382f64c2827a6,was,node:9cd1faaca83fdfe9,bilge alarm,During operations observed on panel in ECR,21
node:257382f64c2827a6,was,node:b068a7912512861f,bilge alarm,observed,21
node:257382f64c2827a6,is in,node:18917551bc4aae61,bilge alarm,pump room,21
node:257382f64c2827a6,was observed in,node:e32185d166323f18,bilge alarm,ECR,21
node:9c5c02fb848fb4a6,went,node:719544a9c9bccc09,ECR team,investigate,21
node:9c5c02fb848fb4a6,immediately turned on,node:be683f479ba2051b,ECR team,bilge pump,21
node:9c5c02fb848fb4a6,immediately turned on,node:c2ef25e813ff2ac2,ECR team,bilge pump for area,21
node:9c5c02fb848fb4a6,turned on,node:be683f479ba2051b,ECR team,bilge pump,21
node:9c5c02fb848fb4a6,turned on,node:c2ef25e813ff2ac2,ECR team,bilge pump for area,21
node:d5d214668d58849c,was from,node:def4669abc191dd9,water ingress,side of Seawater pump number 2,21
node:d5d214668d58849c,was from,node:2cddae42b7857804,water ingress,inlet side,21
node:d5d214668d58849c,was from,node:90f84cfaa753caf7,water ingress,inlet side of Seawater pump number 2,21
node:06e99b0d36cf8b6e,was,node:6b7b9049901e6ef5,Chief Engineer,called,21
node:d5d214668d58849c,was from,node:97e7789ff5cae19d,water ingress,side,21
node:d5d214668d58849c,was into,node:b497da63a4b7f3db,water ingress,bilge area,21
node:47227dd1a58696c6,was,node:e8860ba7ba394c72,request,then made,21
node:47227dd1a58696c6,was,node:a6da157a6625bf30,request,made,21
node:bbb401250de55490,allow,node:70bc9651814e66fc,ROVs,reconfiguration of system,21
node:47227dd1a58696c6,was made,node:3ea1b9533a62f279,request,ROVs recover to deck,21
node:bbb401250de55490,recover to,node:517016d29110d473,ROVs,deck,21
node:47227dd1a58696c6,was made,node:0026454adbfbbe48,request,ROVs recover,21
node:bbb401250de55490,recover,node:d44fb2898d81bc8d,ROVs,allow,21
node:bbb401250de55490,allow,node:065a8dd9c91f36e4,ROVs,reconfiguration,21
node:d5d214668d58849c,was,node:22aedbafe587cc56,water ingress,was monitored,21
node:78fc208a708a21f6,commenced at,node:1e95847c7cb8a9cd,vessel,23:59,21
node:8816bfad41ee8613,were on,node:517016d29110d473,ROV,deck,21
node:78fc208a708a21f6,commenced,node:70c43f1366665952,vessel,assessment,21
node:78fc208a708a21f6,commenced assessment at,node:0083fed65634fbb6,vessel,09:17 hrs,21
node:78fc208a708a21f6,commenced,node:589b14a94e31bb65,vessel,assessment of equipment,21
node:78fc208a708a21f6,commenced assessment at,node:86d1c69af7d8862f,vessel,09:17 hrs on 17th,21
node:78fc208a708a21f6,commenced assessment at,node:21166a3cbd15915c,vessel,09:17 hrs on 17th of January,21
node:9b5f601805cd0ec4,has,node:ba9dd882974f9eb4,pump,has removed,21
node:b013513518b98861,is,node:a4e78b3c02c0f471,repair method,is planned,21
node:31293efe993c24ad,type of is,node:1c1b1bd9d2192d38,impact,Damage,21
node:94894d0480830370,is,node:1c1b1bd9d2192d38,type,Damage,21
node:f65bceae9e1f5084,is,node:4dd842546de55b2c,description,Negligible,21
node:1a345cef2abea8d3,is,node:ee7d7df4366777c2,severity value,1.0,21
node:f65bceae9e1f5084,is,node:f9d5f765546f2696,description,Exposure,21
node:f65bceae9e1f5084,is Exposure to,node:107af1ad6cd438ad,description,activity,21
node:f65bceae9e1f5084,is Exposure to,node:3a6b50ed4095dd4c,description,activity by location,21
node:94894d0480830370,description of is,node:93f0ff3210061310,type,Exposure to activity,21
node:94894d0480830370,description of is,node:f9d5f765546f2696,type,Exposure,21
node:94894d0480830370,description of is,node:0ceb2ed48a6b1d28,type,Exposure to activity by location,21
node:107af1ad6cd438ad,occurs,node:19f1995a09848a5b,Activity,quarterly,21
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,21
node:8987dddee8db0aa6,is,node:c5c11887218b0e4c,criticality,4.0,21
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,21
node:b66ca7b81154bd22,is,node:ee7d7df4366777c2,value,1.0,21
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,21
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,21
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,21
node:1dc98cc9a40e5a79,is,node:9fe4463071da5136,date,30:00.0,21
node:f02496fb1c3a429d,is,node:263b7bd769c27a29,title,Equipment Damage,21
node:9e0a3afd66f4fadf,title of is,node:263b7bd769c27a29,case,Equipment Damage,21
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,21
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,21
node:efb0833c3b6eb969,is,node:0a8aa232494d650c,specific Business Unit,Projects,21
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,21
node:9613588cae9c50d2,involved in,node:9e0a3afd66f4fadf,The General Business Unit,case,21
node:9613588cae9c50d2,is,node:0a8aa232494d650c,The General Business Unit,Projects,21
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,21
node:ace9b0eac87cb97b,name of is,node:d62a44ad88f7ce89,project,081105C001,21
node:5322bd41eb35fa05,is,node:d62a44ad88f7ce89,name,081105C001,21
node:99ac13c2bb0f4fc7,is,node:b542b197442596b4,client,RELIANCE ENERGY LTD.,21
node:d9d10f1dc86defd4,is,node:68d037e05a11bb4f,case categorization,Equipment condition,21
node:f4fb9429ef1c1c5d,is,node:8dac4b27874f4313,work process,Construction,21
node:9e0a3afd66f4fadf,was reported on,node:f75f437afe7604e6,case,1/18/2022,21
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,21
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,21
node:fd062c23cbff59ef,was,node:ee7d7df4366777c2,loss potential severity,1.0,21
node:f59c096b3321a5ef,has,node:6a611dc3333cada5,incident,has approved,21
node:f59c096b3321a5ef,has,node:8b3aa9c18f3ac1e0,incident,when has approved,21
node:1dc98cc9a40e5a79,is,node:82f74ef531d894ea,date,2/7/2022,21
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,21
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,21
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,21
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,21
node:3dc2d5f80ef9d4ee,is,node:2bda3741054090f3,operating center,France Paris,21
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,21
node:2809263c1552cd5a,is,node:2ff850dc05ca5a91,location code,TFMC504,21
node:f59c096b3321a5ef,code of is,node:2ff850dc05ca5a91,incident,TFMC504,21
node:63f36bae036b97cc,tripped within,node:0cc7d9749dfd728c,Employee,storage cupboard,22079
node:63f36bae036b97cc,tripped over,node:7604c8732de50335,Employee,kick stool,22079
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,22079
node:1a345cef2abea8d3,is,node:30b402df5de31446,severity value,2.0,22079
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,22079
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,22079
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,22079
node:9e0a3afd66f4fadf,is,node:89c9e690f63d8de8,case,occur,22079
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,22079
node:8987dddee8db0aa6,is,node:c5c11887218b0e4c,criticality,4.0,22079
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,22079
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,22079
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,22079
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,22079
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,22079
node:1dc98cc9a40e5a79,is,node:b121a7851771f135,date,44:00.0,22079
node:f02496fb1c3a429d,is,node:19f1c7e269d7e746,title,tripped,22079
node:f02496fb1c3a429d,is,node:41ff4c07222ed87a,title,tripped over kick stool in storage cupboard,22079
node:7604c8732de50335,is in,node:0cc7d9749dfd728c,kick stool,storage cupboard,22079
node:f02496fb1c3a429d,is,node:e618f58e90136bda,title,tripped over kick stool,22079
node:afc97a12f07d4317,is,node:b7a3802d43e0d4cc,General Business Unit involved,REMS,22079
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,22079
node:9613588cae9c50d2,is,node:a2a93ced581db7a0,The General Business Unit,Well,22079
node:efb0833c3b6eb969,is,node:a2a93ced581db7a0,specific Business Unit,Well,22079
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,22079
node:9613588cae9c50d2,involved in,node:9e0a3afd66f4fadf,The General Business Unit,case,22079
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,22079
node:5322bd41eb35fa05,is,node:1d74ee50c3e1d200,name,NA,22079
node:d9d10f1dc86defd4,is,node:0fd25730b84c418a,case categorization,Falls,22079
node:d9d10f1dc86defd4,trips on,node:92de4aaab559e717,case categorization,level,22079
node:d9d10f1dc86defd4,trips on,node:3db2cadf10105d02,case categorization,same level,22079
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,22079
node:9e0a3afd66f4fadf,was reported on,node:3a7c53a42fd145f2,case,6/30/2024,22079
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,22079
node:fd062c23cbff59ef,was,node:30b402df5de31446,loss potential severity,2.0,22079
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,22079
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,22079
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,22079
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,22079
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,22079
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,22079
node:2809263c1552cd5a,is,node:499703017953d7b1,location code,TFMC515,22079
node:f59c096b3321a5ef,code of is,node:499703017953d7b1,incident,TFMC515,22079
node:d7c0855dda12c33f,was,node:a244003b4b554519,paint brush,was used,318
node:d7c0855dda12c33f,baste,node:f2157d7fb6817f2c,paint brush,chicken,318
node:4f4eb99925bb866c,placed,node:f8e8f7eab6a395d5,crew member,their fork,318
node:4f4eb99925bb866c,observed,node:70cf5bad7c0ab051,crew member,steel nail,318
node:4f4eb99925bb866c,observed,node:c2831f88c3f5abf7,crew member,steel nail inside,318
node:4f4eb99925bb866c,observed,node:22a36e3056a5dfc7,crew member,small steel nail inside,318
node:4f4eb99925bb866c,observed,node:b945d9406a0b3e82,crew member,small steel nail,318
node:ecc6bfcb4f9782e9,was,node:f3ba9643f93b50a4,search,conducted in galley with cook identify,318
node:ecc6bfcb4f9782e9,was,node:9dd525ba7c31af47,search,conducted,318
node:ecc6bfcb4f9782e9,was conducted in,node:22ce712fd0a3bc3e,search,galley,318
node:ecc6bfcb4f9782e9,was conducted with,node:44a98d0a0f633285,search,cook identify,318
node:defd4f5b2094e50c,was in,node:487aa8d840f4e48f,identical secondary nail,brush,318
node:cb27bf258e5f7f70,clearly become,node:504c921d9416bb87,nail,dislodged,318
node:cb27bf258e5f7f70,dislodged from,node:487aa8d840f4e48f,nail,brush,318
node:cb27bf258e5f7f70,was in,node:487aa8d840f4e48f,nail,brush,318
node:b2ad5609a67b4503,was in,node:487aa8d840f4e48f,secondary nail,brush,318
node:cb27bf258e5f7f70,become,node:f5a7fbdfa5a3d5f4,nail,dislodged from brush,318
node:4ca0b3aa159aed91,was in,node:487aa8d840f4e48f,identical nail,brush,318
node:cb27bf258e5f7f70,become,node:504c921d9416bb87,nail,dislodged,318
node:cb27bf258e5f7f70,clearly become,node:f5a7fbdfa5a3d5f4,nail,dislodged from brush,318
node:fa32f6e50012ffe8,was,node:cb7e1f7e457ea924,"a small, steel nail",discovered,318
node:45c5a18b7e5b554c,inspected for,node:2513ff87ba1bce20,Galley equipment,similar items with potential parts become,318
node:45c5a18b7e5b554c,inspected for,node:fd7095b3338f3983,Galley equipment,similar items,318
node:45c5a18b7e5b554c,inspected for,node:f335dca8de71e3f7,Galley equipment,items with potential parts become,318
node:45c5a18b7e5b554c,inspected for,node:5501ab512b5197d0,Galley equipment,items,318
node:fd7095b3338f3983,is with,node:c6afe176b9bd9275,similar items,potential parts become,318
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,318
node:1a345cef2abea8d3,is,node:30b402df5de31446,severity value,2.0,318
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,318
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,318
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,318
node:9e0a3afd66f4fadf,is,node:89c9e690f63d8de8,case,occur,318
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,318
node:8987dddee8db0aa6,is,node:c5c11887218b0e4c,criticality,4.0,318
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,318
node:b66ca7b81154bd22,is,node:1c9898c2a5f6f9bf,value,0.0,318
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,318
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,318
